id,time_observed_at,time_zone,updated_at,quality_grade,license,place_guess,latitude,longitude
60427483,2020-09-22 15:59:10 UTC,Eastern Time (US & Canada),2021-05-07 19:54:54 UTC,research,CC-BY-NC,"Ridge Rd, Whiteford, MD, US",39.71061024,-76.31956062
61102081,2020-09-28 12:58:55 UTC,Eastern Time (US & Canada),2021-05-07 19:54:55 UTC,research,,"6, Rising Sun, MD, USA",39.70725189,-76.07692625
62352962,2020-10-11 16:44:43 UTC,Eastern Time (US & Canada),2024-09-01 01:26:32 UTC,research,CC-BY-NC,"Bromell Ln, Rising Sun, MD, US",39.719355,-76.07406667
62513700,2020-10-13 21:41:33 UTC,Eastern Time (US & Canada),2021-05-07 19:54:48 UTC,research,CC-BY-NC,"Liberty Grove Rd, Colora, MD, US",39.67058151,-76.11090418
62646187,2020-10-15 16:26:24 UTC,Eastern Time (US & Canada),2024-08-10 17:41:31 UTC,research,CC-BY-NC,"Tawes Dr, Elkton, MD, US",39.706945,-75.85590333
63115952,2020-10-20 16:05:16 UTC,UTC,2021-09-28 13:16:00 UTC,research,,"North East, MD 21901, USA",39.49678512,-75.98758388
63267249,2020-10-22 20:07:01 UTC,UTC,2021-05-07 19:54:46 UTC,research,CC-BY-NC,Hagerstown,39.64706616,-77.71054533
63531755,2020-10-24 15:43:10 UTC,UTC,2020-11-02 16:18:19 UTC,research,CC-BY-NC,Elkton,39.67034223,-75.81480822
64411500,2020-11-08 02:57:44 UTC,Eastern Time (US & Canada),2021-06-17 01:06:16 UTC,research,,"S Burhans Blvd, Hagerstown, MD, US",39.64344336,-77.73485706
65661068,2020-10-17 18:38:38 UTC,Eastern Time (US & Canada),2021-05-07 19:54:44 UTC,research,,"Halfway, MD, USA",39.62428837,-77.74587931
68602749,2020-09-21 16:21:07 UTC,Eastern Time (US & Canada),2024-08-10 17:39:57 UTC,research,CC-BY-NC,"Willow Ct, Elkton, MD, US",39.658305,-75.79985833
69313064,2021-02-09 17:05:00 UTC,Eastern Time (US & Canada),2023-07-08 02:15:21 UTC,research,CC-BY,"Elkton, MD 21921, USA",39.60866274,-75.8156191
79432602,2021-05-19 15:32:00 UTC,Eastern Time (US & Canada),2021-08-10 19:27:23 UTC,research,CC-BY,"Elkton, MD 21921, USA",39.60835528,-75.81531333
79432603,2021-05-19 15:32:00 UTC,Eastern Time (US & Canada),2021-07-29 17:47:18 UTC,research,CC-BY,"Elkton, MD 21921, USA",39.6083525,-75.81532306
80008769,2021-05-23 20:33:45 UTC,Eastern Time (US & Canada),2021-07-29 17:46:48 UTC,research,,Elkton,39.60688674,-75.83327204
80526334,2021-05-27 21:09:27 UTC,Eastern Time (US & Canada),2022-05-02 12:12:41 UTC,research,,"Great House Farm Ln, Warwick, MD, US",39.465855,-75.82556167
81432616,2021-06-03 14:25:00 UTC,Eastern Time (US & Canada),2021-07-29 17:46:46 UTC,research,CC-BY-NC,"Rising sun, md",39.695358,-76.070761
82440596,2021-06-10 17:01:16 UTC,Eastern Time (US & Canada),2023-12-03 21:26:40 UTC,research,CC-BY-NC,Elkton,39.614151,-75.83399963
82989622,2021-06-14 12:43:36 UTC,Eastern Time (US & Canada),2021-06-17 01:13:56 UTC,research,CC-BY-NC,"Little Rd, Whiteford, MD, US",39.69873605,-76.28891129
83161118,2021-06-15 17:59:09 UTC,Eastern Time (US & Canada),2021-06-16 04:41:28 UTC,research,,"Heather Ln, Perryville, MD, US",39.58807,-76.06543617
83307256,2021-06-16 20:27:19 UTC,Eastern Time (US & Canada),2021-07-29 17:46:44 UTC,research,CC-BY-NC,"Elkton, MD 21921, USA",39.62048289,-75.89833405
83516396,2021-06-18 15:40:52 UTC,Eastern Time (US & Canada),2021-07-29 17:46:43 UTC,research,CC-BY-NC,"Susquehanna State Park, Havre De Grace, MD, US",39.61147323,-76.1667365
84055029,2021-06-05 15:06:00 UTC,Eastern Time (US & Canada),2021-06-22 16:37:36 UTC,research,CC-BY-NC,"Cecil County, MD, USA",39.68335929,-76.1953389
84238016,2021-06-23 19:43:26 UTC,Eastern Time (US & Canada),2024-01-29 03:22:41 UTC,research,,La Plata,38.52927775,-76.97525136
84308233,2021-06-23 17:27:12 UTC,Eastern Time (US & Canada),2024-01-02 22:15:06 UTC,research,,"North East, MD 21901, USA",39.5995788,-75.94260257
84436871,2021-06-25 15:52:47 UTC,Eastern Time (US & Canada),2024-02-22 03:40:14 UTC,research,,"NE Isles Dr, North East, MD, US",39.59514167,-75.95519167
84447360,2021-06-25 17:47:39 UTC,Eastern Time (US & Canada),2024-08-10 19:08:56 UTC,research,CC-BY-NC,Rising Sun,39.68169403,-76.04846191
84582595,2021-06-26 15:31:26 UTC,Eastern Time (US & Canada),2021-07-29 17:46:21 UTC,research,,"NE Isles Dr, North East, MD, US",39.59505833,-75.95442167
84972387,2021-06-29 13:57:28 UTC,Eastern Time (US & Canada),2021-07-29 17:46:27 UTC,research,CC-BY-NC,Rising Sun,39.66249084,-76.03883362
85153241,2021-06-30 19:29:26 UTC,Eastern Time (US & Canada),2021-07-29 17:46:30 UTC,research,,"Conowingo, MD 21918, USA",39.70191389,-76.18901389
85347478,2021-07-02 15:42:59 UTC,Eastern Time (US & Canada),2021-09-09 22:41:47 UTC,research,,"Pylesville, MD, US",39.68517705,-76.4520891
85680597,2021-07-04 21:16:52 UTC,Eastern Time (US & Canada),2021-07-06 00:43:45 UTC,research,CC-BY-NC,"Highland Rd, Street, MD, US",39.66826667,-76.376655
85754950,2021-07-05 12:28:04 UTC,Eastern Time (US & Canada),2021-07-06 00:43:43 UTC,research,CC-BY-NC,"Colora, MD, US",39.64542392,-76.0866541
86039263,2021-07-07 14:36:19 UTC,Eastern Time (US & Canada),2023-12-13 02:52:36 UTC,research,CC-BY-NC,North East,39.70214844,-75.9467926
86077678,2021-07-07 16:11:48 UTC,Eastern Time (US & Canada),2021-07-10 23:27:23 UTC,research,CC-BY-NC,"Elkton, MD, US",39.70234167,-75.82801167
86318597,2021-07-09 19:36:36 UTC,Eastern Time (US & Canada),2021-07-29 17:46:33 UTC,research,,"NE Isles Dr, North East, MD, US",39.59516167,-75.95523833
86378934,2021-07-08 16:53:00 UTC,Eastern Time (US & Canada),2021-07-10 23:11:35 UTC,research,CC-BY-NC,"Hagerstown, MD, USA",39.6336825,-77.73250963
86384143,2021-07-10 10:12:35 UTC,Eastern Time (US & Canada),2023-09-24 19:31:44 UTC,research,,"Doctor Jack Rd, Conowingo, MD, US",39.64875065,-76.1375948
86552078,2021-07-03 16:56:02 UTC,Eastern Time (US & Canada),2023-10-12 02:38:23 UTC,research,,"Cecil County, US-MD, US",39.4686722,-75.987601
86588160,2021-07-11 16:02:46 UTC,Eastern Time (US & Canada),2021-07-29 17:46:35 UTC,research,,"Chesapeake Bay, Aberdeen Proving Ground, MD, US",39.41260333,-76.06963333
86616852,2021-07-11 20:03:46 UTC,Eastern Time (US & Canada),2024-01-29 02:55:04 UTC,research,CC-BY-NC,"Street, MD 21154, USA",39.69495958,-76.26794417
86790226,2021-07-12 22:03:32 UTC,Eastern Time (US & Canada),2024-08-10 20:32:11 UTC,research,,"Charlestown, MD 21914, USA",39.57795009,-75.97367093
86923069,2021-07-13 23:45:37 UTC,Eastern Time (US & Canada),2021-07-17 18:38:43 UTC,research,,"Hagerstown, MD 21740, USA",39.68445476,-77.82589618
87213466,2021-07-16 00:25:51 UTC,Eastern Time (US & Canada),2021-07-17 18:40:23 UTC,research,,"Craigtown Rd, Port Deposit, MD, US",39.61489167,-76.0770195
87397910,2021-07-17 14:07:43 UTC,Eastern Time (US & Canada),2021-07-29 17:46:13 UTC,research,CC-BY-NC,"Wheatley Rd, North East, MD, US",39.66720814,-75.94349469
87455008,2021-07-16 00:19:57 UTC,Eastern Time (US & Canada),2021-07-29 17:46:09 UTC,research,,"Craigtown Rd, Port Deposit, MD, US",39.61490333,-76.0770195
88135522,2021-07-22 15:57:05 UTC,Eastern Time (US & Canada),2021-07-29 17:46:06 UTC,research,CC-BY-NC,"Rising Sun, MD, US",39.67934167,-76.00746112
88318199,2021-07-23 19:55:44 UTC,Eastern Time (US & Canada),2024-05-09 02:30:23 UTC,research,,"NE Isles Dr, North East, MD, US",39.59527167,-75.95285
88679793,2021-07-26 12:37:51 UTC,Eastern Time (US & Canada),2021-07-29 17:45:54 UTC,research,,"North East, MD, US",39.51338682,-75.98355507
88779399,2021-07-27 03:27:44 UTC,Eastern Time (US & Canada),2024-08-10 20:37:08 UTC,research,CC-BY,"Elkton, MD 21921, USA",39.65896097,-75.795883
88803259,2021-07-27 11:10:11 UTC,Eastern Time (US & Canada),2021-07-27 22:01:00 UTC,research,,193 West Wilson Boulevard,39.62499803,-77.7306553
88858766,2021-07-27 19:46:58 UTC,Eastern Time (US & Canada),2021-07-27 23:37:22 UTC,research,,"Hagerstown, MD, USA",39.62499803,-77.7306553
88881324,2021-07-27 16:56:00 UTC,Eastern Time (US & Canada),2021-07-29 20:02:40 UTC,research,CC-BY-NC-SA,"Harford County, MD, USA",39.65448594,-76.17253186
88960804,2021-07-28 16:33:47 UTC,Eastern Time (US & Canada),2022-12-25 19:54:13 UTC,research,,"North East, MD 21901, USA",39.45006667,-76.008975
89059905,2021-07-29 14:07:00 UTC,Eastern Time (US & Canada),2023-11-23 03:18:40 UTC,research,CC-BY-NC,"Street Rd, Street, MD, US",39.6689941,-76.3794051
89140277,2021-07-27 05:08:00 UTC,Eastern Time (US & Canada),2021-08-10 19:27:11 UTC,research,CC-BY-NC,"Maryland, US",39.00160614,-76.77468384
89195662,2021-07-29 18:34:26 UTC,Eastern Time (US & Canada),2024-02-25 02:44:05 UTC,research,CC-BY-NC,United States,39.62042087,-76.16019084
89368611,2021-07-31 19:29:07 UTC,Eastern Time (US & Canada),2021-08-12 18:10:45 UTC,research,CC-BY-NC,"Baltimore St, Charlestown, MD, US",39.5742031,-75.98091432
89783249,2021-08-03 15:16:55 UTC,Eastern Time (US & Canada),2021-08-10 19:27:12 UTC,research,CC-BY-NC,"Chestertown, MD, US",39.22289315,-75.98575656
89822682,2021-08-03 20:20:21 UTC,Eastern Time (US & Canada),2021-08-10 19:27:13 UTC,research,CC-BY-NC,Whiteford,39.69263458,-76.26995087
89958714,2021-08-03 20:17:00 UTC,Eastern Time (US & Canada),2021-08-04 23:02:24 UTC,research,CC-BY-NC,"Harford County, MD, USA",39.59758223,-76.12703031
89969715,2021-08-04 21:37:48 UTC,Eastern Time (US & Canada),2024-02-14 15:33:44 UTC,research,,"NE Isles Dr, North East, MD, US",39.59477167,-75.95313833
90016763,2021-08-04 16:26:18 UTC,Eastern Time (US & Canada),2021-08-10 19:27:14 UTC,research,CC-BY-NC,"Darlington, MD 21034, USA",39.68661693,-76.25297137
90036091,2021-08-04 20:59:53 UTC,Eastern Time (US & Canada),2021-08-10 19:27:15 UTC,research,CC-BY-NC,United States,39.61032793,-76.12812774
90042762,2021-08-05 16:27:29 UTC,Eastern Time (US & Canada),2021-08-05 22:02:42 UTC,research,,"S Main St, North East, MD, US",39.59998667,-75.94276333
90065046,2021-08-05 14:38:51 UTC,Eastern Time (US & Canada),2021-08-10 19:27:10 UTC,research,,"NE Isles Dr, North East, MD, US",39.597245,-75.95316333
90067130,2021-08-05 15:53:38 UTC,Eastern Time (US & Canada),2021-08-10 19:27:07 UTC,research,CC-BY-NC,"Susquehanna State Park, Havre De Grace, MD, US",39.61073667,-76.14560833
90180594,2021-08-06 15:03:54 UTC,Eastern Time (US & Canada),2023-12-11 03:49:42 UTC,research,,"Rising Sun Towne Centre, Rising Sun, MD, US",39.697445,-76.057975
90195400,2021-08-06 21:30:46 UTC,Eastern Time (US & Canada),2023-09-24 00:16:48 UTC,research,,"Tollgate Marketplace, Bel Air, MD, US",39.52420786,-76.35211356
90252942,2021-08-05 17:19:03 UTC,Eastern Time (US & Canada),2023-10-22 19:43:44 UTC,research,,"Susquehanna State Park, Havre De Grace, MD, US",39.621955,-76.16172783
90270077,2021-08-07 15:36:21 UTC,Eastern Time (US & Canada),2021-08-10 19:27:02 UTC,research,CC-BY-NC,"Elkton, MD 21921, USA",39.69155768,-75.84846986
90303504,2021-08-07 19:57:20 UTC,Eastern Time (US & Canada),2024-01-21 19:33:28 UTC,research,CC-BY-NC,"Cool Branch Rd, Churchville, MD, US",39.5827753,-76.24208036
90316375,2021-08-07 20:47:13 UTC,Eastern Time (US & Canada),2023-11-07 17:12:38 UTC,research,,"S Main St, North East, MD, US",39.59916291,-75.94239494
90396219,2021-08-08 14:50:49 UTC,Eastern Time (US & Canada),2023-11-07 16:58:18 UTC,research,,North East,39.69203186,-75.96805573
90398114,2021-08-08 15:03:42 UTC,Eastern Time (US & Canada),2021-08-10 19:26:55 UTC,research,CC-BY-NC,"Havre De Grace, MD, US",39.620025,-76.15299167
90491001,2021-07-14 23:25:53 UTC,Eastern Time (US & Canada),2022-03-07 01:47:44 UTC,research,,"Hagerstown City Park, Hagerstown, MD, US",39.63582167,-77.731475
90491111,2021-08-07 18:15:39 UTC,Eastern Time (US & Canada),2021-08-10 19:26:54 UTC,research,,"Woodall Rd, North East, MD, US",39.55887022,-76.00456909
90534535,2021-08-09 14:09:20 UTC,Eastern Time (US & Canada),2021-08-12 23:35:20 UTC,research,,"Dual Hwy, Hagerstown, MD, US",39.61381171,-77.69080151
90566255,2021-08-09 18:36:04 UTC,Eastern Time (US & Canada),2021-08-09 22:23:58 UTC,research,CC-BY-NC,"Susquehanna State Park, Havre De Grace, MD, US",39.61877752,-76.15883653
90598709,2021-08-09 23:50:37 UTC,Eastern Time (US & Canada),2021-08-10 16:31:16 UTC,research,CC-BY-NC,Hagerstown,39.62091827,-77.72588348
90768317,2021-08-11 12:56:16 UTC,Eastern Time (US & Canada),2021-08-12 18:09:16 UTC,research,CC-BY-NC,"Baltimore St, Charlestown, MD, US",39.57423185,-75.98105329
90892429,2021-08-12 15:03:35 UTC,Eastern Time (US & Canada),2023-10-17 12:29:33 UTC,research,CC-BY-NC,"Baltimore St, Charlestown, MD, US",39.57459415,-75.98172993
91022137,2021-08-13 17:48:54 UTC,Pacific Time (US & Canada),2021-09-28 13:15:59 UTC,research,CC-BY-NC,"Level Rd, Havre De Grace, MD, US",39.57226716,-76.17554391
91025949,,UTC,2022-09-01 18:09:27 UTC,research,CC-BY-NC,"Street, MD",39.66899251,-76.37940533
91037210,2021-08-13 13:52:56 UTC,Eastern Time (US & Canada),2021-08-18 01:45:51 UTC,research,CC-BY-NC,"Darlington Rd, Darlington, MD, US",39.62807833,-76.20291167
91065136,2021-08-14 01:19:17 UTC,Eastern Time (US & Canada),2021-08-18 01:35:41 UTC,research,CC-BY-NC,"The Ripken Experience Aberdeen, Aberdeen, MD, US",39.53063667,-76.18602
91478645,2021-08-16 22:20:44 UTC,Eastern Time (US & Canada),2021-08-18 01:34:29 UTC,research,CC-BY-NC,"Dual Hwy, Hagerstown, MD, US",39.613155,-77.68962833
91731907,2021-08-18 17:20:00 UTC,Eastern Time (US & Canada),2024-08-10 21:00:36 UTC,research,CC-BY-NC,"Port Deposit, MD 21904, USA",39.59995547,-76.11008951
91986986,2021-08-21 16:55:24 UTC,Eastern Time (US & Canada),2021-09-09 22:41:35 UTC,research,,"NE Isles Dr, North East, MD, US",39.59578667,-75.95302
92461561,2021-08-25 13:32:37 UTC,Eastern Time (US & Canada),2024-01-15 18:28:51 UTC,research,CC-BY-NC,"Port Deposit, MD 21904, USA",39.60416528,-76.09925138
92496863,2021-08-25 14:42:53 UTC,Eastern Time (US & Canada),2024-05-09 02:44:30 UTC,research,CC-BY,"Elk Neck State Park, North East, MD, US",39.45020333,-76.01030833
92568930,2021-08-26 13:52:17 UTC,Eastern Time (US & Canada),2021-08-27 00:12:51 UTC,research,CC-BY-NC,"Thomas J. Hatem Memorial Bridge, Havre de Grace, MD, US",39.55734345,-76.09720918
92792889,2021-08-28 16:09:16 UTC,Eastern Time (US & Canada),2024-02-22 21:54:07 UTC,research,CC-BY-NC,"Churchville Rd, Aberdeen, MD, US",39.54204733,-76.23373001
92828482,2021-08-28 20:48:14 UTC,Eastern Time (US & Canada),2021-10-03 19:44:59 UTC,research,,Rising Sun,39.680336,-76.05782318
93028518,2021-08-29 21:32:15 UTC,Eastern Time (US & Canada),2021-11-14 21:00:00 UTC,research,CC-BY-NC,"Havre De Grace, MD, US",39.620955,-76.15260283
93036753,2021-08-05 20:20:05 UTC,Eastern Time (US & Canada),2021-11-14 20:59:58 UTC,research,CC-BY,"Elkton Rd, Elkton, MD, US",39.650075,-75.79180333
93516563,2021-08-05 20:59:04 UTC,Eastern Time (US & Canada),2022-06-15 06:48:54 UTC,research,CC-BY-NC,"Susquehanna State Park, Havre De Grace, MD, US",39.60782098,-76.15162175
93588135,2021-09-04 14:50:56 UTC,Eastern Time (US & Canada),2021-09-09 22:41:32 UTC,research,CC-BY-NC,"Havre De Grace, MD, US",39.62312262,-76.15487524
93719754,2021-09-05 14:45:12 UTC,Eastern Time (US & Canada),2022-06-15 06:47:40 UTC,research,CC-BY-NC,"Havre De Grace, MD, US",39.63043833,-76.16048333
93746211,2021-09-05 17:40:23 UTC,Eastern Time (US & Canada),2022-06-15 06:47:22 UTC,research,,"Harford County, US-MD, US",39.64676355,-76.17264323
93798360,2021-09-05 18:56:08 UTC,Eastern Time (US & Canada),2024-08-29 20:11:27 UTC,research,CC-BY-NC,"Perryville Community Park, North East, MD, US",39.547025,-76.04712783
94004834,2021-09-07 16:10:16 UTC,Eastern Time (US & Canada),2021-09-07 22:17:37 UTC,research,,"Crosspoint Shopping Center, Hagerstown, MD, US",39.62,-77.77185833
94036526,2021-09-07 20:44:21 UTC,Eastern Time (US & Canada),2021-09-19 15:52:42 UTC,research,CC-BY-NC,"Hagerstown, MD, USA",39.633087,-77.7111594
94138733,2021-09-08 19:36:37 UTC,Eastern Time (US & Canada),2022-05-23 13:55:01 UTC,research,CC-BY-NC,"Seneca Dr, Columbia, MD, US",39.18987234,-76.86509371
94262677,2021-09-09 13:45:45 UTC,Eastern Time (US & Canada),2024-07-04 01:23:50 UTC,research,CC-BY-NC,"Conowingo Lake Rd, Conowingo, MD, US",39.68752829,-76.1875
94267028,2021-09-09 21:28:09 UTC,Eastern Time (US & Canada),2024-08-29 17:04:40 UTC,research,CC-BY,"Hagerstown, MD, USA",39.65210797,-77.736984
94579804,2021-09-12 15:06:44 UTC,Eastern Time (US & Canada),2021-09-28 13:15:56 UTC,research,,"Tiree Ct, Bel Air, MD, US",39.48620333,-76.32765833
94580147,2021-09-12 15:09:50 UTC,Eastern Time (US & Canada),2021-09-28 13:15:42 UTC,research,CC-BY-NC,"Elkton, MD 21921, USA",39.71698138,-75.8238728
94601032,2021-09-12 17:37:40 UTC,Eastern Time (US & Canada),2022-08-09 21:51:33 UTC,research,CC0,"Hagerstown Premium Outlets, Hagerstown, MD, US",39.60886167,-77.73414667
94728361,2021-09-13 17:10:37 UTC,Eastern Time (US & Canada),2022-05-23 13:55:27 UTC,research,,"CHARLES ST & REDWOOD ST nb, Baltimore, MD 21201, USA",39.28837897,-76.615217
94728963,2021-09-13 15:28:50 UTC,Eastern Time (US & Canada),2021-09-28 13:15:39 UTC,research,CC-BY-NC,"Elk Neck State Park, North East, MD, US",39.47649152,-75.98325483
94735414,2021-09-13 18:17:37 UTC,Eastern Time (US & Canada),2021-09-14 03:11:39 UTC,research,CC-BY-NC,"Charles St, Hagerstown, MD, US",39.64968667,-77.71594167
94737358,2021-09-13 18:04:00 UTC,Eastern Time (US & Canada),2024-02-22 03:23:13 UTC,research,CC-BY-NC,"North East Community Park, North East, MD, US",39.59339904,-75.94939325
94737842,2021-09-13 14:26:36 UTC,Eastern Time (US & Canada),2021-09-28 13:15:37 UTC,research,CC-BY-NC,"Chesapeake Bay, Aberdeen Proving Ground, MD, US",39.443889,-76.04113081
94738043,2021-09-13 14:28:15 UTC,Eastern Time (US & Canada),2021-09-28 13:15:34 UTC,research,CC-BY-NC,"Cecil County, US-MD, US",39.47919665,-75.99185111
94738216,2021-09-13 14:29:17 UTC,Eastern Time (US & Canada),2024-07-12 02:10:46 UTC,research,CC-BY-NC,"Elk Neck State Park, North East, MD, US",39.47959491,-75.99409268
94738344,2021-09-13 15:19:30 UTC,Eastern Time (US & Canada),2021-09-28 13:15:21 UTC,research,CC-BY-NC,"Cecil County, US-MD, US",39.47942514,-75.99207063
94738425,2021-09-13 14:53:37 UTC,Eastern Time (US & Canada),2021-09-14 03:10:46 UTC,research,CC-BY-NC,"Elk Neck State Park, North East, MD, US",39.48332529,-75.99421338
94754344,2021-09-13 17:16:31 UTC,UTC,2021-09-28 13:15:22 UTC,research,,"Hagerstown, MD, USA",39.63902145,-77.69084461
94758023,2021-09-13 17:42:35 UTC,Eastern Time (US & Canada),2021-09-28 13:15:23 UTC,research,CC-BY-NC,"North East Community Park, North East, MD, US",39.59329221,-75.94911229
94838714,2021-09-14 16:42:57 UTC,Eastern Time (US & Canada),2024-01-29 03:33:20 UTC,research,,"Whiteford Rd, Whiteford, MD, US",39.70982877,-76.34823267
94854660,2021-09-14 19:05:39 UTC,Eastern Time (US & Canada),2024-04-11 02:41:22 UTC,research,CC-BY-NC,"Perryman, MD, USA",39.48500946,-76.1962613
94879842,2021-09-13 14:17:30 UTC,Eastern Time (US & Canada),2021-09-28 13:15:27 UTC,research,CC-BY-NC,"Elk Neck State Park, North East, MD, US",39.478355,-75.9897
94930713,2021-09-15 14:44:46 UTC,Eastern Time (US & Canada),2021-09-15 23:09:01 UTC,research,CC-BY-NC,"Port Deposit, MD 21904, USA",39.59919906,-76.11029562
94945689,2021-09-15 17:25:26 UTC,Eastern Time (US & Canada),2023-10-09 14:19:06 UTC,research,CC-BY-NC,"Pylesville, MD, USA",39.67447597,-76.405151
95054538,2021-09-16 17:24:15 UTC,Eastern Time (US & Canada),2023-12-03 19:14:09 UTC,research,CC-BY-NC,"Pylesville, MD 21132, USA",39.683469,-76.42075497
95186524,2021-09-17 20:21:27 UTC,Eastern Time (US & Canada),2023-11-22 03:10:08 UTC,research,,17329 West Washington Street,39.64933585,-77.76731305
95206260,2021-09-17 23:24:38 UTC,Eastern Time (US & Canada),2023-12-03 21:26:59 UTC,research,CC-BY-NC,Aberdeen,39.49783707,-76.14540863
95290315,2021-09-18 17:29:34 UTC,Eastern Time (US & Canada),2021-09-28 13:15:28 UTC,research,CC-BY-NC,"I-95 N, Aberdeen, MD, US",39.49741333,-76.2312
95391007,2021-09-19 13:09:29 UTC,Eastern Time (US & Canada),2021-09-28 13:15:31 UTC,research,,"North East, MD, US",39.50548,-75.98594667
95396163,2021-09-19 14:00:53 UTC,Eastern Time (US & Canada),2021-09-19 17:47:12 UTC,research,CC-BY-NC,"Susquehanna State Park, Havre De Grace, MD, US",39.60866516,-76.14383019
